Area,Perimeter,MinorAxisLength,AspectRation,Eccentricity,EquivDiameter,Extent,Solidity,roundness,ShapeFactor1,Class
55127.0,928.946,181.1102517,2.145350752,0.884719271,264.9337207,0.805738256,0.991136282,0.802773975,0.00704818,HOROZ
35041.0,697.337,166.2433791,1.620125215,0.786777873,211.2240206,0.708758091,0.990782368,0.905526027,0.007686284,DERMASON
85382.0,1134.327,247.3153768,1.796218961,0.830696861,329.7146324,0.756664303,0.983969668,0.833872494,0.005202883,CALI
75249.0,1044.486,241.826715,1.645734032,0.794219013,309.5319087,0.803118596,0.990952908,0.866772952,0.005288874,CALI
29553.0,643.75,159.3817688,1.483873019,0.738811522,193.9795048,0.753134557,0.988064193,0.896142251,0.00800265,DERMASON
32260.0,665.909,163.5078702,1.538614549,0.759989492,202.6689609,0.73649605,0.990117243,0.914206822,0.007798375,DERMASON
25940.0,600.063,146.5242397,1.5414556,0.761012287,181.7356151,0.690132227,0.987738938,0.905286696,0.00870704,DERMASON
26605.0,612.291,148.0236865,1.552359114,0.764873221,184.0503683,0.738207547,0.984969087,0.891779276,0.008636945,DERMASON
83546.0,1120.191,244.91133,1.788460787,0.82907324,326.150381,0.789473187,0.988172119,0.836664549,0.005242792,CALI
35014.0,697.961,165.9067717,1.623547256,0.787796774,211.1426281,0.796732428,0.98920782,0.903211127,0.007692851,DERMASON
179474.0,1655.841,377.6808177,1.61897009,0.786432179,478.0307459,0.788065338,0.975486999,0.822572417,0.003406922,BOMBAY
37580.0,698.245,197.398589,1.229424087,0.581720184,218.7426389,0.786324071,0.991870777,0.968614511,0.006457865,SEKER
60874.0,921.145,250.9693725,1.23654037,0.588210412,278.4011208,0.8203822,0.988567345,0.901541464,0.005097969,BARBUNYA
47347.0,853.387,183.569621,1.799194839,0.831313251,245.5281506,0.824013645,0.988393211,0.816977855,0.00697568,HOROZ
49639.0,833.546,211.8542236,1.410420771,0.705200159,251.4007513,0.734576397,0.991827845,0.897787893,0.006019533,SEKER
74336.0,1054.454,235.6378361,1.72609149,0.815083451,307.6483948,0.729929301,0.982929377,0.840144087,0.005471541,CALI
70341.0,1168.554,223.4911531,1.802816048,0.832058583,299.2673434,0.673325803,0.982347601,0.647322689,0.005728003,BARBUNYA
48717.0,821.827,206.2969016,1.462569084,0.729736592,249.0550359,0.707931295,0.990968451,0.90642023,0.006193392,SIRA
70188.0,1041.532,224.9807702,1.792409537,0.829902661,298.9416953,0.799589884,0.977984617,0.813069174,0.005745393,CALI
30851.0,679.853,145.9842504,1.847237413,0.840798034,198.1936255,0.663291194,0.98852895,0.838781944,0.008740967,DERMASON
42479.0,777.852,190.6807864,1.495789257,0.74367315,232.5638463,0.707700253,0.986140774,0.882247026,0.006714336,SIRA
29426.0,632.397,161.5792213,1.437667961,0.718457459,193.5622557,0.73199005,0.986655043,0.924616188,0.007894286,DERMASON
62839.0,952.704,222.5298568,1.620561136,0.786908099,282.8587983,0.798706086,0.991417257,0.870007811,0.005738844,BARBUNYA
35246.0,683.282,186.9855135,1.284005131,0.627256068,211.8409804,0.781282557,0.990083991,0.948679991,0.006811847,SEKER
39890.0,721.856,205.8736784,1.200561401,0.553357813,225.3653155,0.757644824,0.990785127,0.961994877,0.006196139,SEKER
37557.0,697.113,195.328494,1.253955256,0.603349848,218.6756904,0.765095339,0.993308649,0.971168069,0.006521639,SEKER
36244.0,701.396,194.5318786,1.221045669,0.573836068,214.8192125,0.745485211,0.988463741,0.925804774,0.0065537,SEKER
55643.0,949.05,205.5808526,1.691316096,0.80648428,266.1707497,0.799135418,0.980027124,0.776322573,0.006248804,BARBUNYA
48212.0,826.362,199.2858107,1.553745653,0.765357,247.760822,0.677001713,0.988416672,0.887205725,0.006422456,SIRA
49783.0,911.096,171.0159513,2.192742166,0.88995417,251.7651371,0.850744228,0.985353205,0.753637757,0.007532569,HOROZ
40660.0,734.722,214.8962433,1.124358791,0.457137933,227.5300417,0.784714851,0.991054671,0.946522953,0.005942461,SEKER
30530.0,647.072,159.8487883,1.523755506,0.754523295,197.159842,0.699940392,0.989916021,0.916286849,0.00797807,DERMASON
34772.0,671.947,194.336638,1.173467221,0.523256094,210.4117046,0.763179843,0.990570607,0.967764075,0.006558371,SEKER
41857.0,799.297,169.3315803,1.875041372,0.845912589,230.854906,0.7046633,0.983990785,0.823306599,0.007585439,HOROZ
54689.0,911.217,187.8168312,1.981432254,0.863303314,263.8791342,0.726860712,0.990635076,0.827687162,0.006804775,HOROZ
50040.0,915.891,174.3767191,2.121887069,0.881984391,252.4141573,0.595927117,0.98387731,0.749617268,0.007394239,HOROZ
27278.0,604.253,158.0200728,1.396843092,0.698202806,186.363699,0.796996435,0.989014176,0.938825243,0.008091841,DERMASON
26516.0,602.063,152.8388492,1.448139442,0.723293026,183.7422645,0.728461538,0.989033943,0.91925076,0.00834711,DERMASON
59192.0,959.297,195.5276968,1.984738944,0.863794315,274.5279496,0.768029064,0.986237462,0.808289069,0.006556147,HOROZ
61497.0,963.843,222.4866728,1.591452965,0.777925422,279.8221083,0.684974382,0.982301733,0.831861833,0.005757632,BARBUNYA
34461.0,675.775,178.1577837,1.384870389,0.691799925,209.4686324,0.770181477,0.993370038,0.948273245,0.007159555,SEKER
43125.0,755.011,206.9478704,1.282786988,0.626336699,234.3255329,0.748697917,0.992131962,0.950675746,0.006155827,SEKER
54267.0,905.389,197.8891724,1.772791828,0.825718761,262.8590694,0.66122822,0.988235937,0.831907903,0.006464634,HOROZ
30538.0,636.623,169.0705844,1.363818604,0.679974951,197.1856719,0.789830333,0.989245222,0.946860076,0.007550645,DERMASON
43753.0,802.129,184.9189624,1.638002667,0.792016552,236.0255279,0.657346755,0.987763856,0.854533838,0.006922903,SIRA
54385.0,922.911,186.4584049,2.003204408,0.866486688,263.1446991,0.666605381,0.988261162,0.802360153,0.006867965,HOROZ
34366.0,672.823,181.0421903,1.340617346,0.666029945,209.1797079,0.758497396,0.991345987,0.953975435,0.007062454,DERMASON
75180.0,1059.084,258.7489339,1.438277755,0.718742852,309.3899626,0.765518084,0.983941262,0.842270076,0.004950157,BARBUNYA
76913.0,1063.744,238.3707566,1.730490804,0.816128304,312.9355734,0.741473055,0.991760367,0.854152406,0.005363182,CALI
39334.0,738.808,181.1978342,1.53148636,0.757392019,223.789196,0.788319705,0.989758688,0.905554929,0.007055016,DERMASON
57517.0,965.524,183.1005131,2.192682278,0.889947787,270.6158142,0.625157602,0.986434109,0.775318136,0.006980219,HOROZ
36167.0,712.03,174.3262247,1.522025425,0.753873801,214.5909006,0.718026603,0.987899481,0.896449369,0.007336217,DERMASON
61336.0,986.354,206.7006198,1.846399228,0.840639758,279.4555791,0.647707953,0.983200821,0.792245341,0.006222314,HOROZ
85311.0,1116.29,249.6000742,1.751976564,0.821100329,329.5775156,0.816451335,0.993362909,0.860321603,0.005125875,CALI
38511.0,711.884,197.7766784,1.255884172,0.604965381,221.4356071,0.764289116,0.99188688,0.954940243,0.006449705,SEKER
46151.0,786.415,214.4113065,1.281450779,0.625323644,242.407257,0.730468503,0.987208283,0.937750712,0.005953447,SEKER
51988.0,895.263,185.4459917,1.939574199,0.856843204,257.280348,0.73533239,0.986676789,0.815101518,0.00691864,HOROZ
51119.0,898.581,177.1110207,2.088305545,0.877892846,255.121015,0.64423804,0.988609113,0.795568814,0.007235312,HOROZ
23684.0,571.022,145.8234678,1.42112743,0.710530241,173.653118,0.768162948,0.988192097,0.912765538,0.008749946,DERMASON
46362.0,806.085,192.1125804,1.607710226,0.783015147,242.9607618,0.800034513,0.990641026,0.896623975,0.006661951,SIRA
40091.0,727.083,195.560116,1.336229961,0.663276781,225.9323938,0.786823151,0.989901235,0.952990941,0.006518004,SEKER
39306.0,754.754,174.0137534,1.658643736,0.797815083,223.7095294,0.697211579,0.988805313,0.867077401,0.007343073,DERMASON
25814.0,600.225,152.0178211,1.429829568,0.71474607,181.2936999,0.748101779,0.985793936,0.900403157,0.008420221,DERMASON
39295.0,732.803,205.4712787,1.188482894,0.540399095,223.678224,0.805390449,0.985306286,0.919544349,0.006214508,SEKER
54040.0,902.148,192.7957391,1.861006263,0.843363352,262.3087208,0.660748783,0.988223246,0.834391023,0.006639417,HOROZ
36995.0,694.774,192.3369273,1.274881072,0.620271881,217.0334006,0.741234222,0.991079083,0.963087575,0.006628104,SEKER
42794.0,745.798,210.2591515,1.234293749,0.586181295,233.424534,0.786480923,0.992946308,0.966830445,0.006064438,SEKER
60147.0,957.495,200.8289821,1.914564609,0.852754486,276.7336967,0.770384507,0.989617954,0.82442434,0.006392672,HOROZ
51728.0,850.537,206.9900286,1.539905301,0.760455043,256.6361922,0.787000974,0.991527698,0.898564236,0.006161944,SIRA
49254.0,842.823,195.7813148,1.642615115,0.793334993,250.4239217,0.789326923,0.988282034,0.871321866,0.006529284,SIRA
47331.0,823.684,190.1632876,1.677305023,0.802840046,245.4866613,0.786229236,0.988967592,0.876666244,0.006738963,SIRA
31521.0,674.54,159.6053993,1.580585574,0.774415861,200.33418,0.797515434,0.986325803,0.870551432,0.008003236,DERMASON
39778.0,736.286,184.3515706,1.492460016,0.742329779,225.0487116,0.786250791,0.990414063,0.922061146,0.006916822,DERMASON
28533.0,626.862,154.7647934,1.52060064,0.753336831,190.6025811,0.783701384,0.987813744,0.912459112,0.008247834,DERMASON
31994.0,654.535,192.4225318,1.102632806,0.421302377,201.8316774,0.789741311,0.987743509,0.938453277,0.0066316,SEKER
68511.0,991.58,226.4845074,1.712130532,0.811705007,295.3488013,0.747284031,0.991045856,0.875617945,0.005659982,CALI
79603.0,1099.178,237.4799943,1.810378842,0.833598674,318.360939,0.765825829,0.990505935,0.827948349,0.005400911,CALI
100376.0,1201.814,276.109703,1.685790687,0.805059952,357.4950245,0.764315302,0.990849234,0.873303562,0.004637196,CALI
137890.0,1410.302,338.3644715,1.543269515,0.76166164,419.0071608,0.782239216,0.990539269,0.871201054,0.003786987,BOMBAY
56731.0,937.119,187.9037186,2.056104281,0.873760381,268.7604,0.73278824,0.98757072,0.811784615,0.006810203,HOROZ
42464.0,790.375,179.8434926,1.677705777,0.802945783,232.5227817,0.679641485,0.988040393,0.854209458,0.007105418,SIRA
46239.0,833.643,181.5129562,1.802400605,0.831973337,242.6382561,0.672762986,0.984730386,0.836099727,0.007075392,SIRA
39610.0,747.285,176.4712709,1.625017015,0.788232013,224.5729689,0.743640289,0.989260739,0.891337496,0.007239809,SIRA
54221.0,922.349,182.1473635,2.087238863,0.877759316,262.7476382,0.672566921,0.987578092,0.800915732,0.007011768,HOROZ
33589.0,687.288,159.5931156,1.682528761,0.804211307,206.8014581,0.707479411,0.991001357,0.893571721,0.007994284,DERMASON
43029.0,812.609,170.3234323,1.902067972,0.850643111,234.0645731,0.740500447,0.989172414,0.818856614,0.007529033,HOROZ
85666.0,1119.3,251.49782,1.732208433,0.816533728,330.2625302,0.762886047,0.992596026,0.859261484,0.005085409,CALI
47171.0,860.849,174.3526498,1.996110735,0.865462212,245.0713826,0.80899705,0.983528283,0.799891328,0.007377991,HOROZ
36457.0,709.285,188.5366505,1.310475752,0.646302092,215.4495163,0.72083597,0.986817887,0.910645281,0.006777099,SIRA
29281.0,644.304,150.1236534,1.659427358,0.798030152,193.0847666,0.800027322,0.987754689,0.886368092,0.008507882,DERMASON
38828.0,758.732,171.3388383,1.7018267,0.809148726,222.3451035,0.68209047,0.978824241,0.847574892,0.007509761,SIRA
43746.0,836.693,165.4114419,2.051566467,0.873160718,236.0066464,0.713777575,0.984339139,0.785264458,0.007757339,HOROZ
46071.0,805.639,194.3540717,1.564016324,0.768891302,242.1970666,0.758245556,0.986340962,0.891982922,0.006597924,SIRA
50181.0,880.94,175.4863836,2.081632137,0.877053739,252.7695266,0.743973314,0.989295008,0.812562013,0.00727961,HOROZ
29630.0,638.705,163.685719,1.413168247,0.70658335,194.232046,0.784734361,0.986647131,0.91272697,0.007806799,DERMASON
30128.0,634.927,161.3935368,1.474156184,0.734735065,195.8575018,0.787804304,0.991639787,0.939144837,0.007896949,DERMASON
76682.0,1047.949,245.2582862,1.633377273,0.790680942,312.4652857,0.734431568,0.991005195,0.877451257,0.005224164,CALI
33763.0,677.873,169.4448179,1.500515007,0.745560586,207.3364096,0.80710939,0.992153982,0.923324205,0.007530566,DERMASON
33163.0,676.418,168.5556793,1.489548479,0.741145548,205.4858706,0.800729187,0.988140997,0.910821687,0.007570843,DERMASON
37454.0,772.679,162.1493177,1.835514817,0.838561934,218.3756257,0.801669521,0.982709312,0.788333264,0.00794648,HOROZ
60237.0,963.531,215.0536853,1.668067927,0.800377774,276.9406623,0.77934327,0.982979765,0.815345755,0.005955213,BARBUNYA
43461.0,791.981,190.7683132,1.532777606,0.757865894,235.2366125,0.697899605,0.986136322,0.870723074,0.006727995,SIRA
29037.0,639.176,155.2258911,1.536482218,0.7592172,192.2785913,0.795447074,0.986981645,0.893142364,0.008213721,DERMASON
76997.0,1099.457,237.6076807,1.739677323,0.818280416,313.106412,0.79293335,0.986622416,0.800437028,0.00536853,BARBUNYA
43795.0,776.66,194.1309338,1.485937712,0.739664574,236.1387852,0.783592772,0.9894939,0.912373196,0.006586745,SIRA
30595.0,641.833,166.4849977,1.406713573,0.703316585,197.3696123,0.778261091,0.988881347,0.933289191,0.007654738,DERMASON
38629.0,731.663,180.9008923,1.506565106,0.747944246,221.7745936,0.792682426,0.990157127,0.906778351,0.007055295,DERMASON
67448.0,1006.165,226.8285116,1.679574097,0.80343755,293.0485639,0.725809229,0.984010271,0.8372218,0.00564843,BARBUNYA
32000.0,672.26,161.227616,1.581173039,0.774607841,201.8506018,0.712441001,0.987105929,0.889785451,0.007966524,DERMASON
39573.0,719.251,205.8101582,1.192262123,0.544529434,224.4680568,0.779732818,0.99093527,0.961275537,0.006200684,SEKER
170186.0,1602.527,381.3481079,1.524838632,0.754928506,465.4970947,0.777701616,0.976145,0.832765997,0.003416816,BOMBAY
36534.0,709.64,184.2408922,1.381147847,0.689762764,215.6769193,0.807381215,0.986019648,0.911655831,0.006965126,DERMASON
84699.0,1103.623,263.7319141,1.563016992,0.768551181,328.3932341,0.719862315,0.980823345,0.87386966,0.004866852,CALI
34951.0,692.064,168.5722881,1.569852075,0.770861575,210.9525902,0.812927385,0.99151773,0.917016084,0.007571559,DERMASON
47114.0,818.382,190.7427445,1.65180988,0.795924003,244.9232694,0.777612729,0.990955746,0.883990717,0.006687412,SIRA
37831.0,727.173,173.6899845,1.603794145,0.781806268,219.4719235,0.761401602,0.989925686,0.899046584,0.007363352,DERMASON
30188.0,673.779,166.0480848,1.399992793,0.699850459,196.0524302,0.78005168,0.981181136,0.835620842,0.007700614,DERMASON
35083.0,685.515,196.1941843,1.162036344,0.509351984,211.3505688,0.782700846,0.988894213,0.938150821,0.00649844,SEKER
34222.0,671.994,195.2383681,1.143721216,0.485315785,208.7409967,0.7843326,0.989761684,0.95232341,0.006524992,SEKER
35255.0,717.672,169.1690742,1.585002857,0.775853025,211.8680253,0.684656167,0.983128834,0.860158683,0.007605544,HOROZ
54646.0,906.199,191.2253057,1.906084152,0.85132677,263.7753744,0.664591061,0.988924681,0.836221029,0.006670049,SIRA
40843.0,757.505,182.8232567,1.564269678,0.768977403,228.0414934,0.80749308,0.989797402,0.89445087,0.007002054,SIRA
34741.0,688.336,174.7584545,1.45423289,0.726044453,210.3178904,0.767316017,0.990054146,0.921406373,0.007315261,DERMASON
35996.0,686.723,194.8065986,1.208087835,0.561090618,214.0829994,0.779134199,0.991297643,0.95918178,0.006538045,SEKER
74933.0,1081.712,256.024998,1.457006763,0.727282138,308.8813021,0.728211856,0.985467792,0.804747598,0.004978183,BARBUNYA
39108.0,717.398,194.8200229,1.314528477,0.649069574,223.145361,0.787721312,0.992261437,0.954893962,0.006548442,SEKER
86458.0,1138.801,246.5628943,1.824400932,0.836396342,331.7856907,0.649084084,0.989901534,0.837759515,0.005202868,CALI
90997.0,1245.103,272.9535748,1.557560128,0.766679692,340.3835761,0.704125849,0.980930513,0.737609293,0.00467204,BARBUNYA
50217.0,889.242,182.0619052,1.977407708,0.862702013,252.8601792,0.707999662,0.968542663,0.798032713,0.007169098,HOROZ
46860.0,816.488,192.4268974,1.613036838,0.784642389,244.2621646,0.774814398,0.99080241,0.883308757,0.006623809,SIRA
40178.0,764.427,181.8921939,1.555577828,0.765993817,226.1774048,0.780064459,0.982755669,0.864024669,0.007042348,SIRA
41229.0,773.459,177.6131469,1.668543409,0.800505706,229.1165494,0.716378232,0.988562797,0.866040238,0.007188029,SIRA
28735.0,626.796,154.265672,1.539899037,0.760452787,191.2760788,0.797397047,0.989190678,0.919112416,0.008267046,DERMASON
57516.0,957.43,215.4891803,1.582086488,0.774905833,270.6134617,0.690261026,0.983028252,0.788468733,0.005927438,BARBUNYA
45182.0,827.02,175.833589,1.867227111,0.844501307,239.8489298,0.684264728,0.988881593,0.830124613,0.007266638,SIRA
55559.0,934.184,192.668844,1.916755281,0.853119833,265.9697649,0.652009107,0.98629529,0.800017404,0.00664697,HOROZ
38660.0,721.558,183.5642076,1.463553705,0.730167304,221.8635635,0.79856234,0.989987452,0.933102217,0.0069492,SIRA
40646.0,741.995,204.8299855,1.237051111,0.588669191,227.4908669,0.736861188,0.989314835,0.927738798,0.006233951,SEKER
34878.0,679.271,193.9498701,1.182248699,0.533427616,210.7321732,0.784480432,0.990373967,0.949894318,0.006574258,SEKER
42146.0,761.926,189.5463045,1.499435903,0.74513159,231.6504994,0.726655172,0.986009732,0.912306228,0.006743523,SIRA
43407.0,766.597,207.3996543,1.288254324,0.630432294,235.0904271,0.780420712,0.989581434,0.928186836,0.006155309,SEKER
33972.0,672.812,185.9156247,1.25319359,0.602708675,207.9771473,0.785661425,0.989024426,0.943069114,0.006858244,SEKER
74566.0,1044.026,238.3807241,1.688412837,0.805737942,308.1239684,0.79853927,0.985267108,0.859662697,0.005397702,CALI
90343.0,1173.139,246.2945413,1.916550649,0.853085765,339.1581935,0.767179008,0.985062096,0.824907831,0.005224931,CALI
52158.0,868.899,209.2114911,1.523816156,0.754546013,257.7006561,0.697765886,0.98819651,0.868144862,0.006112195,SIRA
40988.0,764.163,179.1694284,1.635777687,0.791375771,228.445929,0.675032938,0.987710251,0.882052794,0.007150418,DERMASON
42502.0,758.807,204.6356104,1.293370966,0.634194707,232.626798,0.756721148,0.990537895,0.927591102,0.006227231,SEKER
58804.0,989.481,184.202028,2.223359071,0.893144463,273.6267132,0.790100234,0.98735665,0.754747728,0.006964615,HOROZ
54672.0,931.865,180.3778484,2.143577969,0.884516061,263.8381178,0.721190376,0.990345077,0.791168203,0.007072249,HOROZ
37485.0,717.338,188.3302789,1.348180237,0.670686888,218.4659798,0.756768215,0.989258946,0.91541854,0.00677346,DERMASON
31214.0,656.61,167.0256839,1.430029291,0.714841636,199.3562117,0.80647995,0.986598394,0.90979659,0.007652067,DERMASON
36112.0,723.077,204.6663388,1.100956695,0.418317348,214.4276718,0.792242552,0.983736958,0.86794521,0.00623972,SEKER
85816.0,1200.368,276.0131662,1.441454319,0.720221866,330.5515463,0.801898781,0.983012406,0.74842677,0.004636203,BARBUNYA
33860.0,683.315,191.5211613,1.177598412,0.528093987,207.6340314,0.77518315,0.986625484,0.911286442,0.00666081,SEKER
35703.0,677.734,197.7162664,1.163859107,0.51162219,213.2099235,0.785544554,0.992108261,0.976778354,0.006445225,SEKER
55039.0,938.168,183.7589375,2.091198019,0.878253803,264.7221776,0.588023504,0.985478962,0.785812925,0.006981891,HOROZ
30914.0,657.761,161.3779321,1.514061799,0.750848017,198.3958853,0.752403437,0.987699288,0.897901769,0.007903738,DERMASON
31760.0,661.245,166.85405,1.460424573,0.728794595,201.0922374,0.716962391,0.989963219,0.912778823,0.007672473,DERMASON
66011.0,987.176,221.0017304,1.737115562,0.817684275,289.9100129,0.768660192,0.987863279,0.851210553,0.005815781,CALI
62157.0,985.188,193.8448202,2.113152403,0.88094072,281.3196587,0.593939915,0.992400172,0.804751292,0.006590145,HOROZ
35067.0,694.734,174.2525592,1.477106963,0.735983897,211.3023689,0.694657396,0.988471079,0.913001246,0.00733994,DERMASON
42420.0,775.479,193.8871989,1.443600529,0.72121392,232.4022837,0.703097807,0.987844069,0.886421834,0.0065982,SIRA
72837.0,1052.169,250.0233364,1.487502677,0.74030814,304.5307024,0.784450356,0.985935893,0.826781803,0.005106064,BARBUNYA
39504.0,725.338,206.7136807,1.178919759,0.529621399,224.2722787,0.767813411,0.990447537,0.943561204,0.006168966,SEKER
61498.0,959.953,215.9102461,1.703958565,0.809682094,279.8243834,0.699659829,0.976096756,0.838631007,0.005982343,CALI
45363.0,779.489,201.8698685,1.422222317,0.711066312,240.3288694,0.818235931,0.991021104,0.938191838,0.006329031,SEKER
55501.0,898.191,207.0296994,1.668954551,0.800616222,265.8309011,0.784799208,0.984164982,0.864516475,0.00622553,CALI
32708.0,657.63,178.91604,1.303011709,0.641105437,204.0713577,0.756079519,0.989741883,0.95038729,0.007127605,DERMASON
117034.0,1265.926,351.2151089,1.212714877,0.565721853,386.0211353,0.746318911,0.991653886,0.917709597,0.003639317,BOMBAY
