ph,Hardness,Chloramines,Sulfate,Conductivity,Trihalomethanes,Turbidity,Potability
4.739548767002988,162.24688566600025,2.862535374452988,372.8150748102446,437.21759018140494,65.0912914244809,2.942348225414489,1
6.255149748918091,153.6404934497769,8.211595059274757,367.3445340402844,295.04249226405994,91.27079222907058,3.146482535996279,0
9.166758132730486,184.5574342751957,12.227175278872044,304.52852122400714,317.58336710620165,51.05228749289746,5.429266409418421,1
6.1156375458102,240.9751558941715,10.08834488989324,339.4024396808054,407.3195392577166,63.07159746604637,3.723625473260451,0
7.561832947775752,170.17515725558684,7.583326752098481,328.7026297047232,397.5879743330805,66.74678059247348,4.03215034240876,0
4.704698461717015,160.21182215146052,8.283068933566303,357.7310768336419,344.69373993834444,34.28841274059312,4.109924711687724,1
6.528490775347884,184.4291595399576,6.8263306319169,378.7757199826999,430.4187865497372,100.82179194268406,4.585971676210264,1
7.221689439703995,203.06902862030773,7.823612288977235,352.1245674695835,412.32048977970464,80.05887717164558,3.160818481426782,1
11.496702452694173,195.9894858228124,7.235224038451399,311.9650932551045,357.5225994193591,82.3500128272474,3.132253296074809,0
4.233558617035277,194.97504391444727,7.116809283709961,377.84690251994647,355.8170972680058,62.01638317164709,3.5156720788235405,0
9.808258178934237,220.04957443533152,9.752750871727184,233.87032745359195,367.04437911090565,62.954260018244206,4.481261240482848,1
9.158445163262003,186.67297297271327,8.151080662487415,333.8122637665636,425.75201760468025,112.6227330070513,4.525236730798256,1
6.467868301691497,236.69464808871123,9.8409485538097,214.4608337745459,356.3478418738045,54.641175534182,2.861063942572024,0
4.624304290590603,121.0363186186165,8.297074093893979,372.0373588801448,260.56616359428097,66.55346544319843,3.424250048768879,0
7.895469245942458,154.26578033555626,7.205262042399628,258.3128793986873,407.7322172196032,63.0160175779737,4.236947299515631,0
8.922409558967978,207.52072640009976,8.560537109298675,357.9443267771911,468.5383258139995,107.2823286499237,4.081728016204542,0
10.41504401364904,167.42258105469432,6.354814991677399,344.3092890116938,491.5167115090336,45.10401752521858,4.209136505059297,1
7.736312841132024,225.0631027760772,7.158342920651847,289.9459845331141,433.9740224944386,74.76510055608048,3.700916676376548,1
5.575920648115463,223.37400729842057,9.689175439096324,234.6098078374307,252.96832778421404,59.52300261268852,4.29444755906491,0
7.027185659271876,185.32070143113657,8.600477186834942,327.46266996635546,326.2690801979097,52.71658853811383,5.353043339815189,0
6.376950463991447,170.227079802342,5.433802467728858,331.8568920571772,311.77290011697585,54.01311184747893,4.284387095962003,0
5.497580321451809,204.6828695945109,7.60413034942968,323.60878586364134,476.8444591180018,83.41383836494889,5.060114928661615,0
9.055825784677507,196.4758988572676,5.838594348296554,298.80356031305337,342.35941054072777,84.27921839519584,5.456912830156691,0
7.086877325565761,192.38736755463475,7.354034994202686,322.7400311650643,548.9177180123194,64.12439070787707,3.992848210934416,0
8.524296362923824,141.81024255508072,11.264385849612266,347.2680922207996,387.08588727087727,69.57709863104351,4.343059523555191,0
7.822491882508682,208.63671975933647,5.850327619082905,408.1232545376626,502.789395890753,60.39398170498996,3.835332168411456,0
6.706695161498074,232.92659800920364,7.881448097184417,337.1110166665463,443.20877425682056,64.12174012693116,4.371882444533677,1
4.736404607451753,203.276419833322,5.271367216524433,323.6836828929785,508.8203409236178,65.15518183260323,4.995601765994129,1
8.746985976471965,148.39372373034058,5.459171832896898,369.3698813089175,407.3808248759786,72.16401932471842,4.7637305356972295,0
6.4493794387538665,275.7467164820933,7.701630393317624,272.19756472544657,384.3806692204295,54.40446126652178,3.715428750090735,0
5.05727054567867,155.48772453275805,6.250893489724113,305.8497968115242,518.101816131548,97.19907686129426,4.432270873166642,0
7.205559174588729,120.32761534360888,6.202469332114029,289.7686965533282,418.4332899200773,63.73373237019648,3.710053125679874,0
6.7391576920220535,156.48275940474178,6.543089824078055,363.1796235138332,425.288836697235,70.36704881802933,5.214484016180421,0
10.337670863581334,163.2762251750455,7.899520922132126,356.1796373224695,561.2062376872427,56.193060622785694,5.063108914843383,0
7.274198050602535,156.11082919985324,7.654550197659413,381.1804664929224,591.80147197882,59.68051841776585,3.1527627940382823,1
6.630251708982636,160.92038414912372,5.305394004221403,338.6308276497314,416.89807107682105,53.27603261965065,5.18120249221265,1
8.862112709633287,131.63517654759482,7.639572886949698,340.13316533016723,399.4628435734118,53.59410352231716,4.955081792660148,1
7.58168757744945,180.74914015853483,4.977306609069512,328.17697771424764,617.8835131421284,39.21591747967709,4.457282487105634,0
6.792125450218405,165.79428627237527,4.970601199345966,307.7527028003663,370.6005777886272,96.60054206778784,4.042637641436024,0
6.158424006182359,176.03144985330422,9.771211536427682,347.8937384892068,453.7059933325262,61.05777775559813,5.080497554589536,0
7.06183097218188,215.9463220151335,9.138390839362147,321.4733595649965,431.4246894278691,64.02559032278475,4.299018586936102,0
7.890354273534902,180.15809804559115,7.773484085746959,360.28398342597546,344.55061925335406,60.29218733177518,3.209588058451998,1
9.1726245193336,165.6875477419726,6.6188527588159385,372.5547130986511,420.4291096371746,72.97405083654003,3.686395201554108,0
5.548124946933236,217.0182594836732,6.647425228431361,331.4029470756776,430.2696636784811,64.98064195418027,4.599235865233297,0
6.823930137037019,146.1305993708648,6.423224368793985,289.5764597163184,412.8405064430983,81.52953366202803,4.016144075544785,0
8.18936335603807,229.6084992628306,6.007956224293777,334.0542887454589,605.4657471003279,103.32285469952944,3.688298056277853,0
8.26830759203937,168.687890271917,6.383226137929187,298.3070930770492,294.2980647361996,79.20647326283952,4.405408198445283,0
6.8503020324159625,167.98503971803825,3.372369253748352,265.4311206198224,300.41174395019243,72.36321679277631,3.0802967096198777,1
6.12319393539216,181.31241822476616,5.824041884169583,293.840702718993,391.6103219267881,61.94668307741881,5.457830951249985,0
5.742533062882013,182.9410319739575,6.826412755635183,306.543071538394,435.2347265963338,68.61239104276989,4.272202758106124,0
7.893312711115429,220.3483202741255,8.037399953697514,300.1521720359129,339.066071471725,67.00909816601725,4.097360116401124,1
7.592672300075482,177.08083947966972,6.041143671607493,349.24061445133964,355.28444229142696,42.115256925159954,3.341426728065969,0
7.381757557406792,203.4603016097076,11.129153658303936,475.7374601531338,361.34249562314784,55.13254619309448,3.3380217586877454,1
6.908272154356689,211.10555110633769,6.379970101156275,307.1022061806672,323.88545374509846,71.92098788711762,5.405567222899759,1
6.342671183447911,157.04612543664243,7.275077845532682,318.8534483286764,351.0242556927136,64.40749779849463,4.582591795430545,0
3.9782846273167376,160.81847436463886,8.41089222279898,311.29532886977574,414.3282148266,78.27324004383938,3.751565768898725,0
6.767523658273503,203.75105571618772,5.232749727921741,251.06238395824928,334.90537583271,79.86300940720749,3.3002534975545297,1
6.552847474374976,198.8069396513827,8.691206175159937,274.90435120291863,477.1639067796365,78.17306258634733,4.687986155246704,1
6.946717558359831,214.1700432352036,5.484258377749063,333.4395700228724,318.883636337187,15.68487680401642,4.934986029609845,0
5.368988344377341,250.6609159951097,6.4162983065822825,277.15193765979086,334.81995443651584,44.04038216824285,3.737882779977894,0
5.141506876714266,111.9940275170517,5.8417498740425255,389.2256728839607,315.2296649504816,81.15923927984623,4.510578266177086,1
5.018132384268232,169.3972376732479,10.711475410433692,297.01327205054207,467.2180730838075,23.792950469435443,4.286478967398262,0
7.856471100461379,204.7834281119136,5.816703197883763,343.5454193290751,432.0431197634572,55.96161317869347,4.534681098281898,0
6.490037174928902,205.5415171695257,7.894244798435495,368.5610730195575,479.7861954284083,56.98201953997934,2.430883294085322,0
7.352146037579763,208.32447571640984,8.219240345248597,352.849847308503,336.91293410368445,69.4372246785408,5.864497891134695,1
8.170588044761532,208.27918131736044,5.489258690502403,322.9239977028368,472.028285711688,28.566364371679818,3.99585704919668,0
8.848927372187074,262.59832943880866,5.399012624095749,241.12629768934127,493.8554892420236,47.11299089491515,5.992325026682801,1
4.8118324898032325,150.4512796011593,7.569543692616456,296.0021940743876,521.5615612656642,44.28855177225893,2.8609929488436383,0
6.604007988638578,212.9784673953189,6.608205099166998,325.3538597390556,430.3327540201968,33.40304792532106,4.458966913210226,0
7.992749619333389,193.60913765381545,7.218904024289119,332.4687554468501,468.6029981020903,67.18134080005805,4.062907043028831,0
5.093675134769971,251.3137795174584,6.7188296734823965,267.0260928274,271.63073825352404,70.77840809888028,4.552571441876335,0
7.8179012805146595,221.08970817902247,6.373737432069345,287.6984809266881,460.5992142125421,66.77759953605474,4.622667687389199,0
8.756926859235552,218.6377589226713,6.454876484142466,276.27810018907667,356.0757688500765,67.04963886204507,2.9456717268238743,1
9.58789502997377,195.837105153128,6.267475696262486,366.4289275690143,323.79486235142434,37.35308022042619,4.666916974276835,0
